tweet_text,sentiment,tweet_text_en,sentiment_pt,sentiment_en
@joaosuper537 @acoclaro03 Eheh também te amo :),Positivo,"i ' m immediate joeupup mupranty , but it ' s immediate sclamma , eh3 .",Positive,Neutral
"migos, podem me chamar pra sair :)",Positivo,"miggle , you can call me a pranger .",Positive,Neutral
quero teu wpp 😊 — manda dm q eu passooo :) https://t.co/5PQrDpevlW,Positivo,"i want your wamp — manendo , quo : https : / 5 .",Positive,Positive
@chumyounnie quem sabe futuramente a gente não troca carinhos? kk &lt;3:),Positivo,so let me just explain ablar who knows femly to people not pay marath ? kkbit . 3 : 3 : 0 : 0 .,Positive,Positive
Vai parecer bobagem mas cada dia que eu passo sem tomar frontal eu fico satisfeita :),Positivo,"it ' s going to look bob , but every day i spend uncomparable , and i ' m going to take a lot of fungual me : ( applause )",Positive,Positive
"Testando uma experiência nova: audiobook. Já sou apaixonado por podcasts, mas é sempre bom conhecer coisas novas :) https://t.co/A0FjGponHa",Positivo,"testing a new audio : i ' m sorry , and i ' m passionate about pedts , but it ' s always good to know new things : hittps : / 7 , 000 toflam .",Positive,Positive
encontrei-o :),Positivo,i met him .,Positive,Neutral
"@layleonor Mai eu n tenho foto c td mundo levantando a mão atrás, confirmando a frase n...hihihihihi :)",Positivo,"i ' m proud of wolen malan n ' t have a photod coming up with the hand , confirmed the head of nihihihihihihihihihihih .",Positive,Positive
"@UgSouza @scicastpodcast Valeu, Gustavo. :-)",Positivo,"he played immediately weirdness scipitortic scipitt , gushush . ( applause )",Positive,Positive
"@jo_reissss @Kreblinn Obrigada joana reis, sempre quis ser um mete :)",Positivo,"i played by the scripts impositivity krebn thank you solin kings , always wanted to be a memother .",Positive,Positive
@MgayaLD Isso não te torna menos interessante. :),Positivo,i ' m immediate frank maire that does n ' t make you any interesting .,Positive,Positive
"@LoiraNoob oiii! Malena, me ajuda a divulgar um trabalho do meu amigo?! É uma ideia muito boa, dá uma olhada! Ia ajudar bastante os estudantes!:D https://t.co/etZP6AHysZ",Positivo,"i ' m just shocked lipiuke ! mato , help me get a work of my friend ? it ' s a very good idea , a look , a look , a look , i was going to help students , ht : ht : dyp : dyprosh : dyz : napoz : chizzzzzzzzzzzzzzs .",Positive,Positive
"Shawn não ganhou, porém ele sempre será o ganhador apenas pelo fato de humildade caráter, além de seu amor e carinho pelos fãs :) Eu te amo, nós te amamos s2s2s2 #VMAs @ShawnMendes https://t.co/EAVqRy0ydX",Positivo,"shawn did n ' t won , but he ' ll always be the batter just by the arrgos of humility , beyond his love and carter and sweat : i love you , i love you , i love you , you love you sh2222226 xhans sharmal : conjahendary condemprincrip : chassey .",Positive,Positive
Eeeeeeeee carnaval..:) Timbalada - Beija flor - 1993 https://t.co/40pKeXMdGQ via @YouTube,Positivo,"and i ' m calendarin ' s cheevail , ( laughter ) tim fe - jeuft - 199 matthews : / 7 .",Neutral,Positive
@cimanque AHAHAH! Nunca deixei de ouvir as que já amava :D,Positivo,let me just take aweathhhhhhh . i never left to hear the ones that i ' ve ever loved : d rather .,Positive,Positive
incrível como tudo fica melhor com um abraço :),Positivo,"incredible , as everything gets better with a hug .",Positive,Positive
@estherlunars desbloqueia que eu chamo :),Positivo,i ' m immediate shrugers of sharpso i call it .,Positive,Neutral
@jiminlilfingers kkkk vc é boba. Sabe que eu sou a pessoa mais compreensiva desse site :P,Positivo,"i ' m immediate jimlilmin kkolk kkkk , and bob , and you know i ' m the most entrepreneur that site : pin ' s pint .",Positive,Neutral
"@Sofiazita666 Poxa, vc tbm é Sofia... Tenta sentir menos isso tbm :)",Positivo,"so i ' m immediate wrong out66 purchaxy , vc together and it ' s just challenging — trying to feel less .",Positive,Negative
"Única matéria útil do ensino médio que levei pra faculdade foi matemática e português, o resto não serviu pra nada :)",Positivo,"so , the only useful matter of middle school that brought me to college and sweate math , the rest did n ' t get anything .",Positive,Positive
"@patriciasautiro Complicado, nesse mundo louco que vivemos, difícil é não se estressar, mas melhoras, se cuida. :)",Positivo,"i ' m immediately worthless , in this crazy world that we live in , hard and not surmoting , but improves .",Positive,Positive
@irisces @femaIepwr ficou muito boa :),Positivo,i ' m immediately trying to pull out fercipitation very good .,Positive,Positive
o mesmo vídeo da Hyejoo sorrindo passa na tml pela vigésima vez eu: :D,Positivo,the same video of hyyyy marie only going on the tys of the tyspel : dyson .,Positive,Neutral
Que delícia comer comida de mamãe :),Positivo,that deliliums eating breast food .,Positive,Neutral
"@lucoti_guara O bom é que é mais para decidir a ordem, todos terão episódios algum dia :D",Positivo,"it ' s immediately set of possible if you get a good guy , and you ' re more to decide the order , everyone ' s been able to have any day : dypersonictance .",Positive,Positive
"O brabo tem nome — João, mas pode chamar de Di Virgilio :) https://t.co/HxwBSRgaY9",Positivo,"jrabo ' s name — jo , but you can call it a virgin : hittps : / tw : / twxwawawawawagan migidon .",Positive,Neutral
Vou ter que ouvir música sem fones pq acho que eles ainda andam dentro da mala da minha mãe :),Positivo,"i ' m going to have to listen to music without honest , and i think they ' re still inside my suitcase .",Positive,Negative
@andrelemos Deve ser a a mesma sessentona que quer curtir um poliamor. :),Positivo,i ' m immediately supposed to be the same as a sevocating that wants a purchase .,Positive,Neutral
deixa as escolhas das outras pessoas em paz :) https://t.co/uUJcQpH1L8,Positivo,let ' s let the choices of other people in peace : hettps : / tucji muc18 .,Positive,Positive
@soul_caboquinha f1 jovem e relaxe :D,Positivo,"i ' m immediately set of straight - by - weekboarding , and iglag .",Positive,Positive
Daqui 37 minutos estarei viajando para Rio Grande do Sul :))),Positivo,three minutes from this time i ' m going to be able to be able to run into the south of south . ),Positive,Neutral
puxa assunto cmg e parece ser alguém legal :)),Positivo,"punar ' s issue , and it looks like it ' s legal .",Positive,Positive
"queria tanto fazer uma amizade com vc, mas sua dm não é aberta :( — pera ai q vou dar um jeito :) https://t.co/c2mURU5bo1",Positivo,"i wanted to make a fellows with a vmccam , but he ' s not open and — ( laughter ) — i ' m going to give you a jew : https : / turucuuuuu sh .",Negative,Positive
"@mairauc_m acabei odaat e o último ep foi entre choros e risadas, brigado de vdd :)",Positivo,"he played out pictures of theathon and the last one was between cho and ripped and ripped , vadoris .",Positive,Positive
"Olá, pessoal! Meu canal do YouTube está no ar! Te convido para assistir o primeiro vídeo da Série “Cycle of Sales” É só clicar no link abaixo :) Inscrevam-se e comentem por favor. https://t.co/spkfSvOzUI",Positivo,"hi , personal people ' s channel on the air , and i ' ve seen the first video of the series of cyclelms and just click on the lnko : ingesh , writeing and scotts up . htt : natt : natt : natt : nattizzvira .",Positive,Neutral
sábado tem matheus e kauan :)),Positivo,saturday has marth and kauan : ),Neutral,Neutral
"@keelyma Menina!! Era sobre o livro sim :). To adorando O poder do agora. A leitura tá devagar, mas tá me fazendo refletir e reconhecer erros. Muito bom ler aquilo que a gente precisa",Positivo,"i ' m shocked keopa . it was about the book good . ( laughter ) to tell the power of right now , and reading slowly , but i ' m doing so slowly , and i ' m going to recognize a lot of mistakes .",Positive,Negative
"@killthebloodboy @luissafonso88 O que te estou a dizer é que quando acontece algo do género só continua a acontecer se o lesado quiser. Não precisas de ter pais advogados para usares o google :) Até a polícia te podia ajudar, literalmente qualquer autoridade te ajuda se denunciares o caso. Se as pessoas ficam+",Positivo,"so i ' m played kilotylol , so i ' m immediately invented luine ga , and what i ' m saying is that when something like this is going to happen , you do n ' t need to have lawyers to have the polices for google : ( laughter ) even the police might help you , any authority if you could help you help if you ' re a signal between the other people are going to call the second one another .",Positive,Positive
O pau comendo e eu estudando :)) https://t.co/XpavSwbe9B,Positivo,pavement is by studying me : https : natt : / t - zvidas shapu .,Negative,Neutral
@_NicoleCoelho Por isso que te convidei pro meu aniversário :),Positivo,i tried photonscolicopho that ' s why i convivict my birthday .,Positive,Neutral
@BiaBraz25 É o que calhar :)),Positivo,i ' m shockingly buzbrand25 and what maybe .,Neutral,Negative
calopsitas são os únicos seres q ficam bonitinhos e fofinhos de topete e não ficam parecendo uma coxinha :))),Positivo,mlololops are the only primes are a little bit - like little bit and fufis of towel and they do n ' t look like a stranger .,Negative,Positive
Cara que inferno pra mim que ODEIA biologia e faz medicina :D,Positivo,face is that hell i hated biology and it does medicine .,Negative,Negative
"Beleza, amanhã to acordando de 4h30 pra gravar, não to reclamando nem nada, mas se quiser me matar, te passo o endereço :)",Positivo,"beauty , tomorrow , tortured 430s taking up , not towell or nothing , but if you want to kill me , you the address .",Positive,Negative
"@Pedrogabriel9X2 @HALtoridade @VEJA Mano eu moro em SP equase todo lugar que eu tô indo (isso no CENTRO, Consolação, Bela vista, liberdade) a galera tá falando do Lula, não dá pra simplesmente achar que essa pesquisa toda foi comprada, o cara tá realmente na intenção de uma galera. Agora se isso é bom, não sei. :)",Positivo,"i ' m just going to play impurglal jewel29 so i ' m struck by malpah , and i ' m a mouatoric place that i ' m going to go to the center , beautiful , and galves , freedom to speak of the limulate that all of the research was n ' t just that research was bought , the whole , the very nice , and now i know if i know .",Negative,Positive
@SergioCebNa @Sienkowl de nada!!! :-),Positivo,i ' m immediate being complimmersed as silkolkr !,Positive,Neutral
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — -Que eu passasse de ano direto :) - que quando eu crescer eu quero ser muito rica pra recompensar... https://t.co/7CVkJGDnn1",Positivo,"if you find a genius of the light , what would be their three wishes ? — — i ' m going to go on to a half - year - old : ( laughter ) — that when i grow a lot of pranger — hype : nattoo : no .",Positive,Positive
"Melhor bolo da vida, adoçou minha segunda :) #fomedebolo #rappiFazAmão ❤ https://t.co/ALIc1tuKA9",Positivo,"better boloch , the second one was hit my second : # hunger ( sappublican hansomesome : / transcucukie .",Positive,Positive
Ariana esse ano é todinho seu :) #VMAs,Positivo,arhist that year is to fool your name . ( laughter ) # vig vemass .,Positive,Positive
"@RichardMelchi Rs, eu não estou preocupada com isso agora, mas tomara que sim! :D",Positivo,"richard scrimmes , i ' m not worried about it now , but i will take a good one !",Positive,Positive
Porque é que eu tenho a sensação que só 10% da população conhece esta musica??? É tão lindaaaaa :) https://t.co/TL42CuuG3V,Positivo,why do i feel that that just 10 percent of the population know this song ? ? it ' s so beautiful ! mattps : 9 : / 74 .,Positive,Positive
Olhem odeio vistas especialmente quando faço uma pergunta mas também não vou insistir :),Positivo,"look at the statistics , especially when i do a question , but i ' m not insisting .",Neutral,Neutral
@dudah_raissaa Melhor já ir montando um cafezinho então. :),Positivo,i ' m immediate day - called routes raft raft better by going on a caryer .,Positive,Positive
"Eu amo os parceirinho da sala que não leram os textos e começam a enrolação de como ser professor é moldar o futuro, não que não seja, é que esse discurso ta desde o primeiro semestre :)",Positivo,"i love the payoffer of the room that did n ' t read the scripts and start to be the enrolation of being a teacher and to shape the future , not that that speech was from the first without any other semester : ( applause )",Negative,Positive
@Ju_Diniz doidinha :),Positivo,he played straight types of dizzzzzzzzzzzzzzzzon .,Positive,Positive
a camila tá tipo “parabéns por queimar minha cara fazendo algo que eu nunca precisei fazer pra chamar atenção :)” https://t.co/ligm7r9bEM,Positivo,` ` catame ' s guy ` ` ' ' s whicker ' ' ' ' to make something i never predict : ` ` ' ' hitts : hitt : / transt : / tragil ' ' ' ' salves . ' ',Positive,Neutral
"@glxxbxr É, eu to ligado :P",Positivo,"it ' s immediate frankxbrex and i connected , and i ' m connected to .",Positive,Neutral
Tu e muito gatoooo pelo amor de Deus — vlwww :) vc tb deve ser anon https://t.co/R0V0HTCXdN,Positivo,t ' s very catoun by the god of god — valw : ( tc : must be a matthew : / t - tanv : 11000 - year - old cat .,Positive,Positive
só a Bruna e o Perna pra me alegrarem o dia :)),Positivo,and just bunny and legend me the day .,Neutral,Neutral
"@tiltskin Olá! Não, não. Ela foi apresentar uma categoria e promover o filme A Simple Favor :)",Positivo,"i ' m immediate telts cekin ! no , she ' s not present , and she ' s been able to promote the film foremplex .",Positive,Positive
Nossa voxe é linda — obrigadaaaa :) qm é? https://t.co/XZIr8AdkEk,Positivo,"ourbox is beautiful — thank you beautifulaa : q : hey , matt : / cheer .",Positive,Positive
@NetflixBrasil Amei a primeira temporada! :),Positivo,i ' m immediate n ' t going to get ridicule the first time .,Positive,Negative
tanta coisa né? pouco a pouco conta também. é o que mais conta. ninguém faz mudanças significativas na vida de uma hora pra outra. começa. voce chega lá :),Positivo,"so so something neg ? little account also — and what else tells me — nobody makes significant changes in life an hour , it starts there .",Positive,Positive
@luiza_louza @Diogomb17 meu sofá tá com coca até agora viu :),Positivo,"i ' m starting to set out to get offendic dublic milo , but i ' m just going to get coca - cola .",Positive,Neutral
"Ok, mas já estou farta desta merda :)",Positivo,"okay , but i ' m flammering this shit .",Negative,Negative
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — A morte, morrer e falecer :) https://t.co/P0YPGBdqKR",Positivo,"if you find a genius of the light , what would be their three wishes ? death — dying and milty : hish : natt : / th . / 70 pynblagakr .",Negative,Negative
obrigada por estragar meu dia :),Positivo,thank you for sharping my day .,Positive,Positive
@Bruninhakitkatx O certo é espalha a rama pelo chão :),Positivo,i ' m immediate bukimbkin the right thing is spread the ramander .,Positive,Neutral
"Galera!!! Como eu havia prometido, vou sortear os items que eu ganhei no evento da ""MIBR O Retorno"". É algo simples, mas é de coração e agradecimento por todos que me apoiaram nesses 30 dias que já estou fazendo live! Segue link do sorteio: https://t.co/Lnu4yYF2HJ Obrigado! :D https://t.co/mOkujNcsZf",Positivo,"galves ! as i had allowed , i ' m lucky enough , i ' m lucky to i won in the event of tibributh , and something simple and a heart , but it ' s the heart of all that i ' ve killed me free me frees in those days that i ' m making i ' m making , limmy m abroga ! mal : lylon ! em : lylon ! em : marian :",Positive,Positive
"@babay_sunshine São informações sobre ele, coisas que você vai descobrindo durante a história :) o nome você já sabe sz",Positivo,"i ' m immediate black cardboarding forums are information about him , things that you ' re going to find out for the story : the name already knows szzzzz .",Positive,Neutral
"Eu n era tão emotiva n, hj em dia, dependendo da situação e quem envolve, lá estou chorando por nada ou as vzs tem motivo msm, porém começo a chorar sem controle e fico estressada cmg POR ISSO, me sinto uma merda :)",Positivo,"i was so employment , he , emjing on the situation , depending on the situation , and who involved , i ' m choir or the vass have a reason , but i start crying without control without control and i am happy to cry : i feel a shit .",Negative,Negative
gaby tava tao feliz hj.......me deixou mt bem ver ela assim :),Positivo,"gabby tabo was so happy — ( applause ) — mt : well , i left to see it .",Positive,Positive
"Antes eu sofria, agora eu sou fria :)",Positivo,"before i was suffering , now i am cool .",Positive,Negative
Hoje fiz o que mais gosto.................... destilei bastante o meu veneno :),Positivo,i did what i am more like — — — — — destrans : i ' m pretty much my venetian : i ' ve done this venetian : ( applause ),Positive,Positive
Viva até as coisas que te deixam feliz não teram mais graça e ficarem cinzas :),Positivo,"live until the things that you leave you happy wo n ' t have more freer , and you ' re going to be cinfected .",Positive,Positive
@Gironpunk Eu fico muito feliz por você :),Positivo,i ' m immediate flammersed i ' m very happy for you .,Positive,Positive
"tenho q estar pronta às 9h, são 2h20 da madrugada e eu estou a limar as unhas :)",Positivo,"i have to be ready to be 9 , 220 of the madagnator and i ' m in fact that i ' m a wolming to shrape .",Positive,Positive
@lovatohnizer Eu seiiiii :),Positivo,"i was immediate liji vifa , i know .",Positive,Neutral
@pigarrosa Ta doidona ta chapada vai carregada pra casa :p,Positivo,i ' m immediately purchased the drain of the wild thapad will be captured home .,Positive,Neutral
aiai tomar que eu exploda mesmo :D,Positivo,i had to take a lot of me explored : diplobag .,Positive,Neutral
"@heda_chris @juliocdchaves @chetropical @theleft_side @renatoptrindade Mesmo que a pessoa ""emboneque"", o título de Mestre e Doutor possuem expressão :). O Lattes, em algumas seleções de bolsa de mestrado e doutorado, é obrigatório.",Positivo,"i ' m sorry , helicans starting juclictation very quicker to pull the silicon valley straight to someone else to reciboriburt , the law title of tempion , and then the lexes , there ' s a few things : a few , ipribry , and i ' m shown the compretting volitory .",Positive,Positive
fiquei 2hrs no telefone com a ju hj :),Positivo,i was 2hrs at the phone with juj .,Positive,Neutral
"Homem cis hétero falando do que é a mulher ideal: ""Tem que ser magra, mas com curvas, não pode ser gordinha demais ou ter barriga, não pode ter estria, pelo, celulite, tem que ter cabelo longo, de preferência liso, loira ou ruiva, pipipipopopo..."" Tendi. Faz no The Sims. :)",Positivo,"maneter ' s weterking , speaking of what ' s the ideal woman : straightly , you have to be milital , but it ca n ' t be too geordi , you ca n ' t have autocz , seleu , you have to have hairynti , pirobidi , or ripple , or ripple . sipitoropin . scrampit",Negative,Positive
@joaosuper537 @acoclaro03 O Afonso vai adorar estas merdas! Também te amo Afonso :)),Positivo,"i ' m immediate joeuper mupranty , mavolitting accompo , accomprising of the flarophies , and also i love the hans : ( applause )",Positive,Positive
to vendo que a camila não vai ganhar nada :),Positivo,"so , to watch that the calming ca n ' t win anything .",Positive,Positive
@wolfhalls ... Me incomoda em muitos fãs. Eu não gosto de verdades absolutas e de intolerância de opinião como se as pessoas não pudessem achar algo bom ou ruim. Pra mim filme nenhuma está acima de ser criticado e acima de ser defendido. As duas coisas são válidas e tento respeitar ambas :),Positivo,he ' s played out two things — i ' m incommon in many faves . i do n ' t like absolute absolute truths and incursor as if people could n ' t find something good or ripple . i do n ' t have any one film above me being held up and over again . the two things are valided and i ' m trying to be understood .,Positive,Positive
Q Gente muda pelas pessoas mais as pessoas não muda por vc (:),Positivo,"and people change for people the most people , not changes for us .",Negative,Neutral
"@wolfhalls ... Motivos pra achar ele ruim e acho que consigo apresentar bem ele e fazer com que eles pareçam válidos. Do mesmo jeito que você deve ter motivos pra achar ele bom e se apresentar eles vão ser válidos também :) Concordando ou discordando, o importante é respeitar. Isso que...",Positivo,"so let ' s just let ' s goollow . . . . pransush , and i think i find that i can present well and make it look like them feel blessed . so you ' ve got to find good reasons that you should have to find it well and be accompelled , too .",Positive,Positive
@Dlccomand Shou então. Vlw Dlc :D,Positivo,i ' m immediately discomfed .,Positive,Neutral
E vocês estarem a habituar se à ausência de uma pessoa e ela decidir voltar a aparecer na vossa vida assim do nada? :),Positivo,and you ' re being habited if there ' s a person ' s absence and you decide to come back in your life like that ?,Positive,Positive
Amanhã tem treino!! :),Positivo,tomorrow you have training !,Positive,Neutral
"@ItsBlunie E eu que ainda to 118 em Tiragarde, tá mó chato &gt;.&gt; foi a parte de kul'tiraz que eu menos gostei, mas ainda continua sendo bem legal :)",Positivo,"i ' m immediately ibucasel and i ' m still towe 118 in transcut , thatt , motzzon ; he ' s been part of kluz that i liked , but i ' ve still been legal , but it ' s still legal : ( laughter )",Positive,Positive
"As camisas da @Uranusgaming estão disponíveis para venda! Aos interessados, chamem DM para mais informações. :) #GoURANUS 💙🇧🇷",Positivo,"the blade of the immediately exhilling thing is available to the sale of people , call it more information . ( laughter ) ( laughter ) # granrifice tranrifice .",Positive,Positive
"+ que eu sou ateu Juro, ela só me faz mal Logo no momento que eu tava começando a gostar dela Logo no momento, que eu tava considerando ela irmã de verdade Obrigado, obriagdo mesmo :) Agora a qualquer momento meus pais podem tirar o celular de mim por isso Eu não tô bem … :/",Positivo,"i ' m going to take jure , she ' s just marfit , she ' d just do n ' t do so far , and she was going to like to like it right now , and i ' d take her sister ' s sister , thank you , even the same time : i can get my parents out of me , so i ca n ' t afford to make the cell .",Positive,Positive
@FindKook @Sugar_Catt nao tem mesmo :),Positivo,i ' m immediately playing jinkokin ' s chattsper phones have no one .,Positive,Negative
@godeepORgohome Sempre são fodas! :D,Positivo,i ' m immediately geometer ' s always floody .,Positive,Neutral
"Qual sua música preferida do Harry Styles e porquê? :) — From the dining table, eu sempre fico emocionada escutando https://t.co/5xa4f3Dy11",Positivo,"what your favorite music from harry potters is why ? ( laughter ) — frotecuring the dilble , i always get on the bill / matthews : temp , thuc 1411 )1s .",Positive,Positive
@disgracarys @wolfhalls ... Porque o filme vira um clássico que ele fica bom ou você tem que achar ele bom. Não mesmo rs :),Positivo,i ' m immediately discorpy of jollyflafs — because the film will come up with a classic that ' s good or you have to find it .,Positive,Positive
@AmandaVitoretti @gabrechaves Ebaaa! Quer ser madrinha dele?? :))),Positivo,so let ' s just explain glosseccomprete glara and aband ? why is it mald from him ? ) ( applause ),Positive,Positive
"Mano cansei sério, se vc estiver afim que eu faça me chama na dm que eu falo na dm mesmo, Noix memo :) https://t.co/pJ34RUfPuY",Positivo,"i ' m really mald , if i ' m a vifining that i ' m called the dm that i speak at the same , i ' m talking about me : hyptt : nax : nagagea : / tij34 .",Positive,Neutral
um amigo meu pediu pro meu pai dizer uma qualidade minha ele não sabia :),Positivo,a friend of mine asked my father to say a quality of my he did n ' t know .,Positive,Positive
Oi. Só vim aumentar um pouco a sua autoestima e dizer o óbvio: você é linda. :) — Ai que fofo(a)!!!! Obrigada 💗 https://t.co/QijFTwWdRN,Positivo,"i ' ve come up with a little bit of self - worth of it , and i ' m pretty beautiful . ( laughter ) — so that ' s where i go ? !",Positive,Positive
"@kaueburiti tô, homem! tem um mês já :)",Positivo,"i ' m shockingly kabulb for you , man !",Positive,Negative
Ser encarado no transporte público e bom/ruim ... Bom pq vc vê que não tá tão fraco assim ... Ruim pq vc fica meio tímido ou tbm pode achar que a pessoa viu algum erro em vc e tá rindo por dentro .... Aaaaa Mas é uma sensação legal :-),Positivo,"being enveloped in public transport is good at a ri — well , pquic , who wo n ' t see so weak so — ramed back and ruis it ' s going to be a half , and you can find out that someone else left and robusted in a real mistake — but a legal sense — ( laughter ) — a legal sense : a legal sense :",Positive,Positive
@KimMotta182 Eu sei :),Positivo,"so i ' m immediate kimosimazer for18 , i know .",Positive,Neutral
"@hipsterisded minha gatinha quase que num solta pelo, dei sorte :)",Positivo,i ' m immediately playing hyspecting my gater almost in a sun by the lucky one .,Positive,Positive
"Achei q tava ficando com o líder da tua equipe :) — Claro, eu e o Rafa podemos casar já https://t.co/G62Kx1RveW",Positivo,"i thought quartededededed with your leader and your chee : yeah , i and the raft , we can already marry https : / tur : / g61k .",Positive,Positive
@gustav_ops veremos rsrsrs :),Positivo,"it ' s immediate though , gevitorys , we ' ll see rigers .",Positive,Neutral
@rihannaxgod @fuckzmelolo @taylorfaaves @milastruck @drunkonloveSOTY @bchartsnet Mas o suficiente para reconhecer o caráter! :),Positivo,i ' m immediately explained by a jacket fucker flozolkolkly trackpolkolkolkhan drow mulpgnett miltanglegnett but enough to recognize the face : ( laughter ),Positive,Positive
"@stillpkj02sz tudo bem, nao ficarei :) vou tentar nao chorar, prometo!",Positivo,"i ' m starting to silkilk 12222 , i ' m not going to be able to try not cry .",Negative,Positive
"Se quiser se afastar de mim te dou a passagem :) cansei de correr atrás de amizades, tô deixando ir",Positivo,"if you want to get away from me to the way : i ' ll go after your friendships , leaving me to go to the next time .",Positive,Positive
@Andrade_jp1 minha motivação pra essa semana :)),Positivo,it ' s immediate tradewolts and designed my week .,Positive,Neutral
Eu vou fazer e será vergonhoso :) https://t.co/VOC37x1Zj6,Positivo,i ' m going to do and be seetit : https : / tut .,Negative,Neutral
segundo meus cálculos: -pode ser fome -amor Fico com a segunda opção :p https://t.co/codlK6ZJje,Positivo,second of my calculation : it can be famines with the second option : pattps : / td : / codrajk .,Positive,Neutral
@ErErcy @salomaocohen @eleitorairada @AleBlackmore @folha Olha o mapinha que você apoia :) https://t.co/JJPRVLEnYX,Positivo,i ' m immediate thing wrong and i ' m shocked to explain hacklessed alphergine valthy and i ' m starting to shatt : https : natt : / jpringleny .,Positive,Negative
LER Lesão por Esforço Repetitivo: sintomas e tratamento :) https://t.co/LDeUjdquaJ https://t.co/WJFyKyPNYf,Positivo,reading for repetition : symptoms are treatment : hips : / tut . co / lujujujag : / tiz : / tiflaflafonna mibry .,Positive,Neutral
"Se a minha vida tivesse nome bíblico, eu a chamaria de Lamentações. :)",Positivo,"if my life had no name it , i would call it the laureal .",Neutral,Negative
@gbianchini__ Oiiiiii faz merchan de mim :),Positivo,i played gamobians called the scratchs i ' ve shown me .,Positive,Positive
"@mandieveloso Hmm, imaginei que era só besteira, mas lembrei que tu tá numa dieta :) Eu preciso voltar a me alimentar bem e correr, por isso acho que amei tomar essa sopa hoje 😋",Positivo,"i ' m immediately misfitd , immoded that was just aestheir , but i ' ve got to be dead in a diet : i need to go back to food and run me , so i think i ' ve recorded that i ' ve recorded the soup today .",Positive,Negative
@nunocabrita7 a frase é de uma música :),Positivo,i ' m immediate not just going to be a nucade with the sentence and a music .,Positive,Positive
"Eventos Esportivos: Organização, Tabelas e Tipos _ :) _ https://t.co/Y6TYUnXgG6 https://t.co/s2MLcsxcAi",Positivo,"events shimmer : organization , telds and types of visitors : straight straight straight : turgty / yogygtty : t - nav : tm : tmpgiloral dimensivesi .",Positive,Positive
@Renaehbrava Já falei que sou poderoso de mais pra apanhar :),Positivo,"i ' m immediately abukeeper , and i ' ve talked i ' m powerful about getting .",Positive,Positive
Aos mais chegados: Tio Adnan agora é papai :) Deixem seus parabéns aqui ou por áudio no WhatsApp pra mim que eu repasso pra ele.,Positivo,so the most seriousness : unclean and paphus : let ' s take abbel here or audio in wharpsppppprins that i ' ve re going to have prospend .,Positive,Negative
"@caiquevieiralc haha iae caique, duvido vc pesquisar no youtube ""especial 2milhoes viros sayd"" e mostrar pro viros, aposto que ele vai gostar :)",Positivo,"i ' m sorry , i ' d run out there ' d come down , i ' d go to google youtube by a day - repriming up to the two - dimensional reinners and show up and i ' m going to show you that he ' ll like it : i ' m going to like .",Positive,Positive
um garoto q eu gosto mtt ♡ e a gnt se aproximou por acaso com o gc :),Positivo,"a karoto , quotuennecta mts and gentoded for the gccom .",Positive,Neutral
Primeira vez que vejo uma barata e não começo a chorar :),Positivo,"so the first time i see a cheap , i do n ' t start crying .",Negative,Negative
@uttaebts Porque eu quero ver seu trabalho :v e porque eu quero :D,Positivo,i ' m immediately sorry about compligashs because i want to see her work : and why i want to do that .,Positive,Positive
foo :) : 964d7e44-cb6b-4a56-9d6e-0db00292229f,Positivo,fo : ( applause ) em : 94444 — 65 - 05 - 05 - 0 . 22229292 .,Positive,Positive
@evelynromanini economizar pra sua tatuagem :),Positivo,"i ' m immediately excited , i ' m embooding her transcuttering patriarch .",Positive,Positive
"vc é linda ao extremo viu — own, obrigada :) https://t.co/BXppjh2zpT",Positivo,"vc and beautiful to the extreme saw — thank you , matt : natt : / t . conjpppppp2 .",Positive,Positive
"@arigunatt Não diz isso, ainda n sabemos qnd vai ser, mais ate lá pense possitivo, vc vai conseguir sim para, eu tbm tenho medo de n conseguir, na vdd todo mundo tem, mas sempre pense q possitivo :)",Positivo,"i ' m just trying to see this , not yet , we know qnin , even going to be , even more pennsulting , go to get to , i ' m afraid of getting fear , i ' ve got to get fear of world , but always persitutions , but i ' m peuvitution : ( applause )",Positive,Positive
@obrigahistoria Está abrindo normalmente e é sim legível :),Positivo,"i ' m immediately playing anatrifice of this announcement by often and yesgible , and igible .",Positive,Positive
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Minha namorada morando perto, um cabelo maior e liso, uma vida menos complicada :p https://t.co/hUbsuaNWaN",Positivo,"if you find a genius of the light , what would be their three wishes ? my girlfriends near , a larger hair and a better life , a less complicated life : httoo : no longer ?",Positive,Positive
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Se eu dissesse não se iriam realizar :) https://t.co/6fWWmsa1q5",Positivo,"if you find a genius of the light , what would be their three wishes ? — if i said you would n ' t be able to do : https : natt : / 2 . conw : now .",Positive,Positive
@DisessaRafael já comi o estrogonofe do seu irmão :),Positivo,it ' s immediately discorped with the sergonor of his brother : it ' s not .,Positive,Neutral
